type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,Camden,2002,2,4,20,20,20.0,10,10,5.6642,6.25701,464,1.9091,55,280,60163,15,1013,44,18,87,['Tile Placement'],"['Abstract Strategy', 'Card Game', 'City Building', 'Economic', 'Print & Play']"
boardgame,Tanto Cuore: Expanding the House,2010,2,4,45,45,45.0,12,12,5.96251,7.56819,464,2.1364,22,95,57119,55,1416,23,34,148,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']",['Card Game']
boardgame,Barons,2011,2,6,60,60,60.0,12,10,5.60952,5.95604,464,2.3333,42,210,67784,17,749,116,19,106,"['Hand Management', 'Tile Placement']","['Card Game', 'City Building', 'Medieval']"
boardgame,"1066, Tears To Many Mothers",2018,1,2,30,60,45.0,12,10,5.86723,7.14591,464,2.2,25,218,172988,371,1239,56,75,385,"['Hand Management', 'Solo / Solitaire Game']","['Card Game', 'Medieval', 'Print & Play', 'Wargame']"
boardgame,Quarriors! Light vs. Dark,2014,2,4,30,30,30.0,14,10,5.83116,6.88814,464,2.1333,15,98,45144,27,1513,47,51,181,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Set Collection']","['Dice', 'Fantasy', 'Fighting']"
boardgame,The New Dungeon!,1989,1,6,45,45,45.0,8,5,5.62314,6.15009,463,1.68,50,174,109004,50,863,45,26,94,"['Role Playing', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Medieval']"
boardgame,Electronic Battleship,1977,2,2,30,30,30.0,8,,5.30662,4.7836,463,1.2812,32,139,120963,4,645,26,2,10,['Secret Unit Deployment'],"['Deduction', 'Electronic', 'Nautical']"
boardgame,Ace of Aces: Powerhouse Series,1981,2,2,20,20,20.0,12,10,5.91027,7.25211,463,1.8039,51,192,30888,23,803,22,45,69,"['Simulation', 'Simultaneous Action Selection']","['Aviation / Flight', 'Wargame', 'World War I']"
boardgameexpansion,Catan Card Game: Barbarians & Traders Upgrade Kit,2003,2,2,60,120,90.0,10,,5.85671,7.05745,463,2.5854,41,146,40791,7,1721,58,19,58,['Trading'],"['Card Game', 'Civilization', 'Expansion for Base-game']"
boardgame,Shifty Eyed Spies,2017,4,8,20,20,20.0,9,6,5.80861,6.8871,463,1.2143,14,108,37500,17,1273,56,30,275,"['Acting', 'Team-Based Game']","['Bluffing', 'Party Game', 'Spies/Secret Agents']"
boardgame,Herbaceous Sprouts,2019,1,4,30,30,30.0,8,8,5.88444,7.12795,463,1.9286,14,160,43044,67,1205,22,69,336,"['Card Drafting', 'Dice Rolling', 'Push Your Luck', 'Set Collection', 'Team-Based Game']",['Dice']
boardgame,SPQR,1992,2,2,240,240,240.0,13,14,5.9446,7.37563,462,3.7121,66,187,112499,27,1174,53,18,89,"['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Ancient', 'Wargame']"
boardgame,SPQR,1992,2,2,240,240,240.0,13,14,5.9446,7.37563,462,3.7121,66,187,36166,4,1174,53,18,89,"['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Ancient', 'Wargame']"
boardgame,Chez Greek,2002,2,6,60,60,60.0,18,14,5.59877,5.97542,462,1.4595,37,114,33032,8,955,61,8,32,"['Set Collection', 'Take That']","['Card Game', 'Humor']"
boardgame,Hordes,2006,2,8,60,60,60.0,12,,5.95352,7.55516,462,3.3226,62,116,85256,35,710,24,18,61,['Variable Player Powers'],"['Book', 'Fantasy', 'Miniatures']"
boardgame,Risk: Transformers – Cybertron Battle Edition,2007,2,4,120,120,120.0,10,8,5.4628,5.35963,462,1.8235,34,180,128567,10,1428,115,5,40,"['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling']","['Dice', 'Movies / TV / Radio theme', 'Science Fiction', 'Territory Building', 'Wargame']"
boardgame,Star Fleet Battles: Captain's Edition Basic Set,1990,1,6,180,180,180.0,12,16,5.92897,7.4445,462,4.24,75,148,71869,91,1134,51,29,108,"['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,Infarkt,2011,2,5,45,45,45.0,10,8,5.75252,6.64446,462,1.72,25,111,69681,18,438,12,35,103,"['Card Drafting', 'Hand Management', 'Player Elimination', 'Simultaneous Action Selection', 'Worker Placement']","['Humor', 'Medical', 'Party Game']"
boardgame,Ortus Regni,2014,2,2,20,50,35.0,14,10,5.98569,7.59526,462,3.2963,27,188,120589,80,860,43,113,364,"['Deck, Bag, and Pool Building', 'Player Elimination']","['Card Game', 'Medieval', 'Political']"
boardgame,WWE Superstar Showdown,2015,2,6,10,120,65.0,8,8,5.75626,6.63653,462,2.3333,15,117,92826,69,1024,84,22,98,"['Grid Movement', 'Hand Management', 'Rock-Paper-Scissors', 'Team-Based Game', 'Variable Player Powers']","['Fighting', 'Movies / TV / Radio theme']"
boardgameexpansion,Killer Bunnies and the Quest for the Magic Carrot: Stainless STEEL Booster,2005,2,8,90,90,90.0,12,8,5.69721,6.47258,461,2.0625,32,81,14977,6,1671,62,21,58,"['Dice Rolling', 'Hand Management', 'Take That', 'Trading']","['Card Game', 'Expansion for Base-game', 'Humor', 'Negotiation']"
boardgame,Diabolo,2006,3,5,30,30,30.0,8,8,5.49639,5.49649,461,1.3542,48,181,38524,1,835,76,3,25,['Hand Management'],"['Bluffing', 'Card Game']"
boardgameexpansion,Agricola: Ö-Deck,2008,1,5,120,120,120.0,12,12,5.84656,6.98594,461,3.0323,31,208,83125,18,2412,88,57,108,['Worker Placement'],"['Economic', 'Expansion for Base-game', 'Farming']"
boardgame,Cavemen: The Quest for Fire,2012,2,5,45,45,45.0,13,10,5.70342,6.37375,461,1.875,24,125,64317,27,777,74,21,137,"['Auction/Bidding', 'Card Drafting']","['Card Game', 'Prehistoric']"
boardgame,The Metagame,2011,2,50,10,10,10.0,17,12,5.72464,6.69765,461,1.6,10,109,52796,32,1376,48,20,191,"['Hand Management', 'Player Judge', 'Simultaneous Action Selection', 'Voting']","['Card Game', 'Party Game']"
boardgame,Seven7s,2015,2,4,20,20,20.0,7,6,5.68364,6.26537,461,1.45,20,124,34448,16,1013,36,11,84,['Hand Management'],['Card Game']
boardgame,Seven7s,2015,2,4,20,20,20.0,7,6,5.68364,6.26537,461,1.45,20,124,66753,103,1013,36,11,84,['Hand Management'],['Card Game']
boardgame,Iquazú,2017,2,4,50,50,50.0,10,8,5.82202,6.84793,461,1.7,10,111,54442,18,768,29,54,223,"['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Set Collection', 'Worker Placement']",['Fantasy']
boardgame,The Grimm Masquerade,2019,2,5,20,40,30.0,8,8,5.88129,7.13384,461,1.7143,7,103,44425,57,1041,19,48,356,['Set Collection'],"['Bluffing', 'Card Game', 'Deduction', 'Fantasy']"
boardgame,Doomtrooper,1994,2,7,60,60,60.0,10,12,5.48347,5.62922,460,2.1429,35,169,63035,33,681,65,14,17,"['Action Points', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Collectible Components', 'Fighting', 'Horror', 'Science Fiction', 'Space Exploration']"
boardgameexpansion,Apples to Apples: Expansion Set #2,2000,4,10,30,30,30.0,12,12,5.73919,6.55309,460,1.16,25,127,20116,2,865,36,6,19,[],"['Card Game', 'Expansion for Base-game', 'Party Game']"
boardgame,Cronberg,2003,2,4,20,20,20.0,8,10,5.6115,5.98107,460,1.9074,54,233,66835,10,578,49,12,64,"['Enclosure', 'Tile Placement']","['City Building', 'Print & Play']"
boardgame,Phase 10 Master,2008,2,6,60,60,60.0,10,8,5.48573,5.44074,460,1.4545,22,64,46602,7,1058,24,0,17,"['Hand Management', 'Set Collection']","['Card Game', 'Number']"
boardgameexpansion,Mansions of Madness: ‘Til Death Do Us Part,2011,2,5,120,120,120.0,13,,6.01202,7.7828,460,2.7895,19,110,40782,27,2575,38,40,252,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Horror', 'Murder/Mystery']"
boardgameexpansion,Mansions of Madness: ‘Til Death Do Us Part,2011,2,5,120,120,120.0,13,,6.01202,7.7828,460,2.7895,19,110,87175,26,2575,38,40,252,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Horror', 'Murder/Mystery']"
boardgame,Poker Dice,0,2,12,10,10,10.0,8,8,5.37667,5.01896,459,1.25,52,160,82219,8,929,14,6,19,"['Betting and Bluffing', 'Dice Rolling']",['Dice']
boardgame,Star Wars PocketModel TCG,2007,2,8,20,20,20.0,8,8,5.54007,5.79514,459,1.6143,70,200,96884,50,992,91,16,47,"['Action Points', 'Dice Rolling', 'Hand Management']","['Card Game', 'Collectible Components', 'Dice', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']"
boardgameexpansion,Last Night on Earth: Zombies with Grave Weapons Miniature Set,2010,2,6,60,60,60.0,12,,5.87062,7.23951,459,2.2727,22,120,59695,39,1848,29,53,151,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['Expansion for Base-game', 'Fighting', 'Horror', 'Miniatures', 'Zombies']"
boardgame,Galaxy of Trian,2014,2,4,45,45,45.0,10,10,5.714,6.54572,459,2.5641,39,147,70135,111,1030,97,12,76,"['Area Majority / Influence', 'Pattern Building', 'Push Your Luck', 'Tile Placement']","['Science Fiction', 'Space Exploration', 'Territory Building']"
boardgame,Galaxy of Trian,2014,2,4,45,45,45.0,10,10,5.714,6.54572,459,2.5641,39,147,205993,130,1030,97,12,76,"['Area Majority / Influence', 'Pattern Building', 'Push Your Luck', 'Tile Placement']","['Science Fiction', 'Space Exploration', 'Territory Building']"
boardgameexpansion,Dominion: Update Pack,2016,2,4,30,30,30.0,0,10,6.12092,8.1171,459,2.25,8,122,70030,19,2516,11,88,351,[],['Expansion for Base-game']
boardgame,Pie Town,2017,2,4,60,90,75.0,14,10,5.74358,6.51075,459,2.2,5,129,59674,94,965,53,71,346,['Worker Placement'],"['Deduction', 'Dice']"
boardgameexpansion,HeroQuest: Against the Ogre Horde,1993,2,5,120,120,120.0,8,,5.90141,7.38668,458,2.4444,27,122,66033,35,1177,12,169,263,"['Cooperative Game', 'Role Playing', 'Variable Player Powers']","['Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Star Wars:  Escape From Death Star Game,1977,2,4,20,20,20.0,7,5,5.32086,4.80084,458,1.1471,34,212,108256,25,1227,50,19,52,['Roll / Spin and Move'],"['Adventure', 'Movies / TV / Radio theme', 'Science Fiction']"
boardgame,Reverse Charades,2010,6,99,30,30,30.0,6,,5.78378,6.70339,458,1.0556,18,146,79648,11,1159,45,16,111,['Acting'],['Party Game']
boardgameexpansion,Memoir '44: Equipment Pack,2012,2,8,40,120,80.0,8,,6.00152,7.71056,458,2.5172,29,128,85206,49,2300,5,220,457,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Modular Board']","['Expansion for Base-game', 'Miniatures', 'Wargame', 'World War II']"
boardgame,DC Comics Dice Masters: War of Light,2015,2,2,60,60,60.0,14,10,5.92693,7.33143,458,2.2727,11,104,39417,39,1253,64,16,70,"['Deck, Bag, and Pool Building', 'Dice Rolling']","['Collectible Components', 'Comic Book / Strip', 'Dice']"
boardgame,Elfenroads,2015,2,6,45,90,67.5,13,6,5.86606,7.05913,458,2.2143,14,130,77155,32,1366,32,57,251,"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Point to Point Movement']","['Fantasy', 'Travel']"
boardgame,Peloponnes Card Game,2015,2,5,45,45,45.0,10,10,5.81095,6.82111,458,2.5263,19,175,73653,22,1114,65,56,240,"['Auction/Bidding', 'Card Drafting', 'Variable Player Powers']","['Ancient', 'Card Game', 'City Building', 'Civilization']"
boardgame,Tavarua,2016,1,6,30,60,45.0,13,8,5.90318,7.22814,458,2.2667,15,132,73470,98,772,25,88,326,"['Hand Management', 'Push Your Luck', 'Simultaneous Action Selection']",['Sports']
boardgame,Tavarua,2016,1,6,30,60,45.0,13,8,5.90318,7.22814,458,2.2667,15,132,145622,74,772,25,88,326,"['Hand Management', 'Push Your Luck', 'Simultaneous Action Selection']",['Sports']
boardgame,Barbarians: The Invasion,2018,2,4,90,90,90.0,14,12,5.89636,7.4731,458,3.5,30,195,89042,598,1111,38,42,203,"['Area Majority / Influence', 'Network and Route Building', 'Set Collection', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']","['Civilization', 'Economic', 'Exploration', 'Fantasy', 'Miniatures']"
boardgame,1920 Wall Street,2017,2,5,45,60,52.5,12,12,5.78418,6.7593,458,2.2727,22,95,33910,31,931,15,19,96,"['Investment', 'Set Collection', 'Stock Holding']","['Card Game', 'Economic']"
boardgameexpansion,Abyss: Leviathan,2018,2,5,30,60,45.0,14,12,6.1097,8.13289,458,2.6,5,115,60917,45,1804,10,138,442,"['Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Set Collection']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Mythology', 'Science Fiction']"
boardgame,Cosmic Eidex,1998,3,3,60,60,60.0,10,10,5.83814,6.91325,457,2.6786,56,229,54056,12,892,40,48,124,"['Trick-taking', 'Variable Player Powers']",['Card Game']
boardgameexpansion,Lunch Money: Sticks and Stones,2004,2,8,10,10,10.0,12,12,5.64653,6.21127,457,1.6471,34,126,28818,12,1303,60,14,43,['Take That'],"['Card Game', 'Expansion for Base-game', 'Fighting']"
boardgame,Hula Hippos,2005,2,4,10,10,10.0,5,6,5.64907,6.11611,457,1.0179,56,242,35011,4,524,37,24,85,[],"['Action / Dexterity', 'Animals', ""Children's Game""]"
boardgameexpansion,Among the Stars: Expanding the Alliance,2014,2,6,30,30,30.0,0,10,5.97015,7.40591,457,2.3529,17,157,49273,25,2575,102,45,139,"['Card Drafting', 'Simultaneous Action Selection', 'Tile Placement', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Science Fiction']"
boardgameexpansion,Splendor: Nobles Promo Tiles,2015,2,4,30,30,30.0,10,8,5.91491,7.28414,457,1.8333,12,150,54484,12,1919,43,157,297,['Set Collection'],"['Card Game', 'Economic', 'Expansion for Base-game', 'Renaissance']"
boardgame,Cartagena,2017,2,5,30,45,37.5,8,8,5.7872,6.71513,457,1.5,10,93,30018,11,1024,26,27,136,"['Action Points', 'Hand Management', 'Modular Board']","['Pirates', 'Racing']"
boardgame,Cartagena,2017,2,5,30,45,37.5,8,8,5.7872,6.71513,457,1.5,10,93,47186,10,1024,26,27,136,"['Action Points', 'Hand Management', 'Modular Board']","['Pirates', 'Racing']"
boardgame,Harry Potter and the Sorcerer's Stone Mystery at Hogwarts Game,2000,2,6,30,30,30.0,8,8,5.47059,5.50132,456,1.5517,29,183,93230,7,1369,70,4,36,"['Dice Rolling', 'Roll / Spin and Move']","[""Children's Game"", 'Deduction', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']"
boardgame,Genesis,2006,2,4,45,45,45.0,10,8,5.71664,6.40376,456,2.0645,62,225,55487,4,539,43,23,88,"['Dice Rolling', 'Tile Placement']","['Prehistoric', 'Territory Building']"
boardgameexpansion,Talisman (Revised 4th Edition): The Firelands Expansion,2014,2,6,90,90,90.0,14,,5.87111,7.2019,456,2,14,78,39367,38,2185,19,55,192,"['Dice Rolling', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting']"
boardgame,Pixel Tactics Deluxe,2015,2,4,45,45,45.0,12,12,5.9482,7.44652,456,2.5833,12,144,75377,118,1879,73,48,193,"['Hand Management', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Fighting', 'Video Game Theme']"
boardgame,Egizia: Shifting Sands,2019,2,4,90,90,90.0,14,12,6.05785,7.76386,456,2.7273,11,192,95680,55,1353,27,126,517,"['Card Drafting', 'Time Track', 'Worker Placement']","['Ancient', 'Farming']"
boardgameexpansion,Dungeonquest: Catacombs,1988,1,4,90,90,90.0,10,,5.76234,6.59264,455,2.35,40,154,53122,19,850,16,60,73,"['Modular Board', 'Rock-Paper-Scissors', 'Tile Placement', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Maze']"
boardgame,Statis Pro Baseball,1971,1,2,20,20,20.0,10,8,5.83182,7.11317,455,2.1731,52,226,97727,39,794,54,25,36,['Simulation'],"['Card Game', 'Sports']"
boardgame,"Rome: Imperium, Circus Maximus, Hannibal vs Rome",2001,2,5,60,60,60.0,8,8,5.6935,6.30125,455,1.6949,59,226,75997,6,648,51,34,70,"['Area Majority / Influence', 'Area Movement', 'Hand Management']","['Ancient', 'Card Game', 'Political', 'Racing']"
boardgame,Thud,2002,2,2,60,60,60.0,8,10,5.64414,6.19963,455,2.625,40,165,109899,26,1025,22,55,213,['Variable Player Powers'],"['Abstract Strategy', 'Fantasy', 'Novel-based']"
boardgame,Thud,2002,2,2,60,60,60.0,8,10,5.64414,6.19963,455,2.625,40,165,49786,7,1025,22,55,213,['Variable Player Powers'],"['Abstract Strategy', 'Fantasy', 'Novel-based']"
boardgame,Bomb Squad Academy,2015,2,5,20,40,30.0,13,10,5.71552,6.42763,455,1.6923,13,168,44302,21,1538,132,8,54,"['Hand Management', 'Push Your Luck', 'Simultaneous Action Selection']",[]
boardgameexpansion,DC Comics Deck-Building Game: Crisis Expansion Pack 2,2015,1,5,60,120,90.0,15,10,5.91608,7.40292,455,2.3077,13,82,41602,37,1884,19,38,113,"['Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Expansion for Base-game']"
boardgame,Greedy Greedy Goblins,2016,2,4,25,35,30.0,14,12,5.68399,6.32566,455,2,6,114,44365,16,987,49,27,161,"['Commodity Speculation', 'Push Your Luck', 'Tile Placement']","['Bluffing', 'Economic', 'Fantasy', 'Real-time', 'Territory Building']"
boardgame,Greedy Greedy Goblins,2016,2,4,25,35,30.0,14,12,5.68399,6.32566,455,2,6,114,67263,45,987,49,27,161,"['Commodity Speculation', 'Push Your Luck', 'Tile Placement']","['Bluffing', 'Economic', 'Fantasy', 'Real-time', 'Territory Building']"
boardgame,Monopoly: Disney,2001,2,8,90,90,90.0,8,5,5.4102,5.16836,454,2,24,124,78083,8,1312,31,5,22,"['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Economic', 'Movies / TV / Radio theme', 'Negotiation']"
boardgame,Wrong Chemistry,2012,2,4,30,30,30.0,8,8,5.64776,6.11971,454,1.6154,39,138,81486,39,862,55,18,89,"['Action Points', 'Hand Management', 'Modular Board']","['Abstract Strategy', 'Card Game', 'Humor']"
boardgame,Crazy Creatures of Dr. Doom,2012,2,4,20,20,20.0,7,5,5.52796,5.63137,454,1.1905,21,167,40027,8,1093,100,4,40,['Hand Management'],['Card Game']
boardgame,Hoplomachus: The Lost Cities,2012,1,3,60,60,60.0,12,10,6.04917,7.98096,454,2.52,25,158,157645,147,1127,9,217,523,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Enclosure', 'Hand Management', 'Hexagon Grid', 'Solo / Solitaire Game']","['Dice', 'Fighting']"
boardgame,Fun Farm,2013,2,10,15,15,15.0,6,5,5.65625,6.18863,454,1.0556,18,97,32771,8,726,18,5,54,"['Dice Rolling', 'Pattern Recognition']","['Action / Dexterity', 'Animals', ""Children's Game""]"
boardgame,Linkee,2012,2,200,30,30,30.0,14,14,5.67573,6.29698,454,1,4,79,37654,4,1044,35,9,74,[],"['Party Game', 'Trivia']"
boardgame,Mmm!,2015,1,6,15,20,17.5,5,3,5.71782,6.41761,454,1.3,10,136,66164,12,711,13,34,179,"['Cooperative Game', 'Dice Rolling', 'Push Your Luck']","['Animals', ""Children's Game"", 'Dice']"
boardgame,Mmm!,2015,1,6,15,20,17.5,5,3,5.71782,6.41761,454,1.3,10,136,194347,57,711,13,34,179,"['Cooperative Game', 'Dice Rolling', 'Push Your Luck']","['Animals', ""Children's Game"", 'Dice']"
boardgame,Las Vegas Royale,2019,2,5,45,60,52.5,8,8,5.96744,7.41815,454,1.7,10,99,60921,27,1110,10,129,499,"['Area Majority / Influence', 'Dice Rolling']",['Dice']
boardgame,Zombie Plague,2001,2,6,60,60,60.0,10,10,5.72947,6.66682,453,1.8125,64,234,299680,145,680,7,26,249,"['Action Points', 'Dice Rolling', 'Roll / Spin and Move', 'Team-Based Game']","['Fighting', 'Horror', 'Miniatures', 'Print & Play', 'Science Fiction', 'Zombies']"
boardgame,Paranoia Mandatory Bonus Fun! Card Game,2005,3,8,60,60,60.0,10,12,5.60412,5.97755,453,1.7536,69,175,55007,13,693,36,37,101,[],"['Card Game', 'Humor', 'Science Fiction']"
boardgame,Sidibaba,2008,3,7,45,45,45.0,14,12,5.58771,5.86662,453,2.1212,33,161,86809,22,867,93,40,149,"['Simultaneous Action Selection', 'Team-Based Game', 'Variable Player Powers', 'Voting']","['Ancient', 'Arabian', 'Maze', 'Mythology', 'Print & Play', 'Real-time']"
boardgame,Ingenious Challenges,2010,2,4,30,30,30.0,14,10,5.58241,5.86592,453,1.3871,31,200,43635,7,1221,107,13,60,"['Card Drafting', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Tile Placement']","['Abstract Strategy', 'Card Game', 'Dice', 'Puzzle']"
boardgame,Starship Merchants,2012,2,4,90,90,90.0,14,12,5.77961,6.63404,453,2.6957,46,187,82833,24,747,64,34,174,"['Commodity Speculation', 'Pick-up and Deliver']","['Science Fiction', 'Space Exploration', 'Transportation']"
boardgame,Dungeon Twister: The Card Game,2013,2,2,15,60,37.5,13,12,5.69045,6.31128,453,2.96,25,183,74307,32,1724,164,27,150,"['Grid Movement', 'Hand Management', 'Modular Board', 'Secret Unit Deployment', 'Variable Player Powers']","['Card Game', 'Exploration', 'Fantasy', 'Fighting', 'Maze']"
boardgame,Dungeon Twister: The Card Game,2013,2,2,15,60,37.5,13,12,5.69045,6.31128,453,2.96,25,183,55629,171,1724,164,27,150,"['Grid Movement', 'Hand Management', 'Modular Board', 'Secret Unit Deployment', 'Variable Player Powers']","['Card Game', 'Exploration', 'Fantasy', 'Fighting', 'Maze']"
